Building,Building Type,Area (SF),Month,Fiscal Year,Start Date,End Date,Days,Electricity Usage (kWh),Electricity Cost ($),Electricity Generated (kWh),Natural Gas Start Date,Natural Gas End Date,Days2,Natural Gas Use (therms), Natural Gas Cost ($) ,Total Cost,Electricity Use (kBtu),Natural Gas Use (kBtu),Total kBtu
Ice House,Facilities,,September,2020-21,8/15/2020,9/15/2020,31,"394,602","$65,693.71 ",,8/15/2020,9/15/2020,31,,,"$65,693.71 ","1,346,437.27", -    ,"1,346,437.27"
Ice House,Facilities,,October,2020-21,9/15/2020,10/15/2020,30,"20,000","$2,537.26 ",,9/15/2020,10/15/2020,30,,,"$2,537.26 ","68,242.80", -    ,"68,242.80"
Ice House,Facilities,,November,2020-21,10/15/2020,11/15/2020,31,"36,000","$3,489.96 ",,10/15/2020,11/15/2020,31,,,"$3,489.96 ","122,837.04", -    ,"122,837.04"
Ice House,Facilities,,December,2020-21,11/15/2020,12/15/2020,30,"36,800","$3,206.77 ",,11/15/2020,12/15/2020,30,,,"$3,206.77 ","125,566.75", -    ,"125,566.75"
Ice House,Facilities,,January,2020-21,12/15/2020,1/15/2021,31,"113,160","$10,007.79 ",,12/15/2020,1/15/2021,31,,,"$10,007.79 ","386,117.76", -    ,"386,117.76"
Ice House,Facilities,,February,2020-21,1/15/2021,2/15/2021,31,"113,132","$9,941.06 ",,1/15/2021,2/15/2021,31,,,"$9,941.06 ","386,022.22", -    ,"386,022.22"
Ice House,Facilities,,March,2020-21,2/15/2021,3/15/2021,28,"30,000","$3,407.98 ",,2/15/2021,3/15/2021,28,,,"$3,407.98 ","102,364.20", -    ,"102,364.20"
Ice House,Facilities,,April,2020-21,3/15/2021,4/15/2021,31,"30,000","$3,364.78 ",,3/15/2021,4/15/2021,31,,,"$3,364.78 ","102,364.20", -    ,"102,364.20"
Ice House,Facilities,,May,2020-21,4/15/2021,5/15/2021,30,"30,000","$3,791.80 ",,4/15/2021,5/15/2021,30,,,"$3,791.80 ","102,364.20", -    ,"102,364.20"
Ice House,Facilities,,June,2020-21,5/15/2021,6/15/2021,31,"30,000","$3,791.80 ",,5/15/2021,6/15/2021,31,,,"$3,791.80 ","102,364.20", -    ,"102,364.20"
Ice House,Facilities,,July,2021-22,6/15/2021,7/15/2021,30,"30,000","$5,456.09 ",,6/8/2021,7/8/2021,31,,,"$5,456.09 ","102,364.20", -    ,"102,364.20"
Ice House,Facilities,,August,2021-22,7/15/2021,8/15/2021,31,,,,7/8/2021,8/6/2021,29,,, $-   , -    , -    , -    
Ice House,Facilities,,September,2021-22,8/15/2021,9/15/2021,31,"103,855","$18,005.29 ",,8/6/2021,9/7/2021,32,,,"$18,005.29 ","354,367.80", -    ,"354,367.80"
Ice House,Facilities,,October,2021-22,9/15/2021,10/15/2021,30,"26,333","$3,926.46 ",,9/7/2021,10/7/2021,30,,,"$3,926.46 ","89,851.88", -    ,"89,851.88"
Ice House,Facilities,,November,2021-22,10/15/2021,11/15/2021,31,"25,222","$3,537.48 ",,10/7/2021,11/8/2021,32,,,"$3,537.48 ","86,061.00", -    ,"86,061.00"
Ice House,Facilities,,December,2021-22,11/15/2021,12/15/2021,30,"29,070","$4,057.90 ",,11/8/2021,12/9/2021,31,,,"$4,057.90 ","99,190.91", -    ,"99,190.91"
Ice House,Facilities,,January,2021-22,12/15/2021,1/15/2022,31,"31,811","$4,503.50 ",,12/9/2021,1/10/2022,32,,,"$4,503.50 ","108,543.59", -    ,"108,543.59"
Ice House,Facilities,,February,2021-22,1/15/2022,2/15/2022,31,"25,814","$3,719.28 ",,1/10/2022,2/9/2022,30,,,"$3,719.28 ","88,080.98", -    ,"88,080.98"
Ice House,Facilities,,March,2021-22,2/15/2022,3/15/2022,28,"28,794","$4,292.89 ",,2/9/2022,3/11/2022,30,,,"$4,292.89 ","98,249.16", -    ,"98,249.16"
Ice House,Facilities,,April,2021-22,3/15/2022,4/15/2022,31,"30,172","$4,498.34 ",,3/11/2022,4/11/2022,31,,,"$4,498.34 ","102,951.09", -    ,"102,951.09"
Ice House,Facilities,,May,2021-22,4/15/2022,5/15/2022,30,"25,208","$3,894.58 ",,4/11/2022,5/10/2022,29,,,"$3,894.58 ","86,013.23", -    ,"86,013.23"
Ice House,Facilities,,June,2021-22,5/15/2022,6/15/2022,31,"29,747","$5,425.21 ",,5/10/2022,6/9/2022,30,,,"$5,425.21 ","101,500.93", -    ,"101,500.93"
Ice House,Facilities,,July,2022-23,6/16/2022,7/15/2022,30,"34,388","$7,097.01 ",,6/9/2022,7/11/2022,32,,,"$7,097.01 ","117,336.67", -    ,"117,336.67"
Ice House,Facilities,,August,2022-23,7/15/2022,8/15/2022,31,"31,430","$7,346.43 ",,7/11/2022,8/9/2022,29,,,"$7,346.43 ","107,243.56", -    ,"107,243.56"
Ice House,Facilities,,September,2022-23,8/15/2022,9/15/2022,31,"39,339","$9,004.16 ",,8/9/2022,9/8/2022,30,,,"$9,004.16 ","134,230.18", -    ,"134,230.18"
Ice House,Facilities,,October,2022-23,9/15/2022,10/15/2022,30,"37,452","$7,185.12 ",,9/8/2022,10/7/2022,29,,,"$7,185.12 ","127,791.47", -    ,"127,791.47"
Ice House,Facilities,,November,2022-23,10/15/2022,11/17/2022,33,"31,330","$5,042.86 ",,10/7/2022,11/7/2022,31,,,"$5,042.86 ","106,902.35", -    ,"106,902.35"
Ice House,Facilities,,December,2022-23,11/17/2022,12/20/2022,33,"31,579","$4,522.80 ",,11/7/2022,12/8/2022,31,,,"$4,522.80 ","107,751.97", -    ,"107,751.97"
Ice House,Facilities,,January,2022-23,12/20/2022,1/18/2023,29,"25,518","$4,337.38 ",,12/8/2022,1/9/2023,32,,,"$4,337.38 ","87,070.99", -    ,"87,070.99"
Ice House,Facilities,,February,2022-23,1/18/2023,2/15/2023,28,"27,786","$4,755.55 ",,1/9/2023,2/7/2023,29,,,"$4,755.55 ","94,809.72", -    ,"94,809.72"
Ice House,Facilities,,March,2022-23,2/15/2023,3/17/2023,30,"27,905","$4,410.46 ",,2/7/2023,3/9/2023,30,,,"$4,410.46 ","95,215.77", -    ,"95,215.77"
Ice House,Facilities,,April,2022-23,3/17/2023,4/17/2023,31,"28,701","$4,952.98 ",,3/9/2023,4/7/2023,29,,,"$4,952.98 ","97,931.83", -    ,"97,931.83"
Ice House,Facilities,,May,2022-23,4/17/2023,5/16/2023,29,"30,643","$5,458.81 ",,4/7/2023,5/8/2023,31,,,"$5,458.81 ","104,558.21", -    ,"104,558.21"
Ice House,Facilities,,June,2022-23,5/16/2023,6/15/2023,30,"31,063","$5,591.34 ",,5/8/2023,6/7/2023,30,,,"$5,591.34 ","105,991.30", -    ,"105,991.30"
Ice House,Facilities,,August,2023-24,7/18/2023,8/16/2023,30,"61,965","$15,437.63 ",,7/7/2023,8/7/2023,32,,,"$15,437.63 ","211,433.26", -    ,"211,433.26"
Ice House,Facilities,,September,2023-24,8/16/2023,9/15/2023,30,"41,123","$10,187.78 ",,8/7/2023,9/6/2023,30,,,"$10,187.78 ","140,317.43", -    ,"140,317.43"
Ice House,Facilities,,October,2023-24,9/15/2023,10/16/2023,31,"36,000","$7,630.90 ",,9/6/2023,10/6/2023,30,,,"$7,630.90 ","122,837.04", -    ,"122,837.04"
Ice House,Facilities,,November,2023-24,10/16/2023,11/15/2023,30,"30,000","$5,544.28 ",,10/6/2023,11/7/2023,32,,,"$5,544.28 ","102,364.20", -    ,"102,364.20"
Ice House,Facilities,,December,2023-24,11/15/2023,12/15/2023,30,"31,124","$5,540.82 ",,11/7/2023,12/7/2023,30,,,"$5,540.82 ","106,199.45", -    ,"106,199.45"
Ice House,Facilities,,January,2023-24,12/15/2023,1/16/2024,32,"34,133","$6,230.17 ",,12/7/2023,1/8/2024,32,,,"$6,230.17 ","116,466.57", -    ,"116,466.57"
Ice House,Facilities,,February,2023-24,1/16/2024,2/14/2024,29,"29,525","$5,065.03 ",,1/8/2024,2/6/2024,29,,,"$5,065.03 ","100,743.43", -    ,"100,743.43"
Ice House,Facilities,,March,2023-24,2/14/2024,3/15/2024,30,"28,723","$5,091.84 ",,2/6/2024,3/7/2024,30,,,"$5,091.84 ","98,006.90", -    ,"98,006.90"
Ice House,Facilities,,April,2023-24,3/15/2024,4/16/2024,32,"26,908","$4,496.73 ",,3/7/2024,4/5/2024,29,,,"$4,496.73 ","91,813.86", -    ,"91,813.86"
Ice House,Facilities,,May,2023-24,4/16/2024,5/15/2024,29,"28,872","$4,952.29 ",,4/5/2024,5/6/2024,31,,,"$4,952.29 ","98,515.31", -    ,"98,515.31"
Ice House,Facilities,,June,2023-24,5/15/2024,6/14/2024,30,"26,759","$5,859.55 ",,5/6/2024,6/5/2024,30,,,"$5,859.55 ","91,305.45", -    ,"91,305.45"
Ice House,Facilities,,July,2023-24,6/15/2023,7/18/2023,34,"18,955","$3,980.55 ",,6/7/2023,7/7/2023,31,,,"$3,980.55 ","64,677.11", -    ,"64,677.11"
Ice House,Facilities,,July,2024-25,6/14/2024,7/17/2024,34,"39,016","$8,930.81 ",,6/5/2024,7/5/2024,31,,,"$8,930.81 ","133,128.05", -    ,"133,128.05"
Ice House,Facilities,,August,2024-25,7/17/2024,8/15/2024,29,"34,826","$8,442.95 ",,7/5/2024,8/6/2024,32,,,"$8,442.95 ","118,831.19", -    ,"118,831.19"
Ice House,Facilities,,September,2024-25,8/15/2024,9/16/2024,32,"30,000","$7,226.90 ",,8/6/2024,9/5/2024,30,,,"$7,226.90 ","102,364.20", -    ,"102,364.20"
Ice House,Facilities,,October,2024-25,9/16/2024,10/15/2024,29,"28,568",,,9/5/2024,10/7/2024,32,,, $-   ,"97,478.02", -    ,"97,478.02"
Ice House,Facilities,,November,2024-25,10/15/2024,11/14/2024,30,"23,057","$3,950.98 ",,10/7/2024,11/6/2024,30,,,"$3,950.98 ","78,673.71", -    ,"78,673.71"
Ice House,Facilities,,December,2024-25,11/14/2024,12/13/2024,29,"23,630","$4,128.22 ",,11/6/2024,12/9/2024,33,,,"$4,128.22 ","80,628.87", -    ,"80,628.87"
Ice House,Facilities,,January,2024-25,12/13/2024,1/16/2025,34,"26,986","$4,145.39 ",,12/9/2024,1/8/2025,30,,,"$4,145.39 ","92,080.01", -    ,"92,080.01"
Ice House,Facilities,,February,2024-25,1/16/2025,2/14/2025,29,"20,842","$3,714.87 ",,1/8/2025,2/6/2025,29,,,"$3,714.87 ","71,115.82", -    ,"71,115.82"
Ice House,Facilities,,March,2024-25,,,1,,,,2/6/2025,3/10/2025,32,,, $-   , -    , -    , -    
Ice House,Facilities,,April,2024-25,,,0,,,,,,1,,, $-   , -    , -    , -    
Ice House,Facilities,,May,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
Ice House,Facilities,,June,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",July,2010-11,6/15/2010,7/15/2010,31,,,,6/15/2010,7/15/2010,30,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",August,2010-11,7/15/2010,8/15/2010,32,,,,7/15/2010,8/15/2010,31,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",September,2010-11,8/15/2010,9/15/2010,32,,,,8/15/2010,9/15/2010,31,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",October,2010-11,9/15/2010,10/15/2010,30,,,,9/15/2010,10/15/2010,30,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",November,2010-11,10/15/2010,11/15/2010,31,,,,10/15/2010,11/15/2010,31,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",December,2010-11,11/15/2010,12/15/2010,30,,,,11/15/2010,12/15/2010,30,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",January,2010-11,12/15/2010,1/15/2011,31,,,,12/15/2010,1/15/2011,31,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",February,2010-11,1/15/2011,2/15/2011,31,,,,1/15/2011,2/15/2011,31,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",March,2010-11,2/15/2011,3/15/2011,28,,,,2/15/2011,3/15/2011,28,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",April,2010-11,3/15/2011,4/15/2011,31,,,,3/15/2011,4/15/2011,31,,, $-   , -    , -    , -    
Kenyon House,Administration,"3,959",May,2010-11,4/15/2011,5/15/2011,30,"2,118",,,4/15/2011,5/15/2011,30,,, $-   ,"7,226.91", -    ,"7,226.91"
Kenyon House,Administration,"3,959",June,2010-11,5/15/2011,6/15/2011,31,"4,584",,,5/15/2011,6/15/2011,31,,, $-   ,"15,641.25", -    ,"15,641.25"
Kenyon House,Administration,"3,959",July,2011-12,6/15/2011,7/15/2011,30,"4,595",,,6/15/2011,7/15/2011,30,,, $-   ,"15,678.78", -    ,"15,678.78"
Kenyon House,Administration,"3,959",August,2011-12,7/15/2011,8/15/2011,31,"5,279",,,7/15/2011,8/15/2011,31,,, $-   ,"18,012.69", -    ,"18,012.69"
Kenyon House,Administration,"3,959",September,2011-12,8/15/2011,9/15/2011,31,"4,366",,,8/15/2011,9/15/2011,31,,, $-   ,"14,897.40", -    ,"14,897.40"
Kenyon House,Administration,"3,959",October,2011-12,9/15/2011,10/15/2011,30,"3,403",,,9/15/2011,10/15/2011,30,,, $-   ,"11,611.51", -    ,"11,611.51"
Kenyon House,Administration,"3,959",November,2011-12,10/15/2011,11/15/2011,31,"3,069",,,10/15/2011,11/15/2011,31,,, $-   ,"10,471.86", -    ,"10,471.86"
Kenyon House,Administration,"3,959",December,2011-12,11/15/2011,12/15/2011,30,"3,129",,,11/15/2011,12/15/2011,30,,, $-   ,"10,676.59", -    ,"10,676.59"
Kenyon House,Administration,"3,959",January,2011-12,12/15/2011,1/15/2012,31,"2,908",,,12/15/2011,1/15/2012,31,,, $-   ,"9,922.50", -    ,"9,922.50"
Kenyon House,Administration,"3,959",February,2011-12,1/15/2012,2/15/2012,31,"3,206",,,1/15/2012,2/15/2012,31,,, $-   ,"10,939.32", -    ,"10,939.32"
Kenyon House,Administration,"3,959",March,2011-12,2/15/2012,3/15/2012,29,"3,595",,,2/15/2012,3/15/2012,29,,, $-   ,"12,266.64", -    ,"12,266.64"
Kenyon House,Administration,"3,959",April,2011-12,3/15/2012,4/15/2012,31,"3,153",,,3/15/2012,4/15/2012,31,,, $-   ,"10,758.48", -    ,"10,758.48"
Kenyon House,Administration,"3,959",May,2011-12,4/15/2012,5/15/2012,30,"3,584",,,4/15/2012,5/15/2012,30,,, $-   ,"12,229.11", -    ,"12,229.11"
Kenyon House,Administration,"3,959",June,2011-12,5/15/2012,6/15/2012,31,"4,234",,,5/15/2012,6/15/2012,31,,, $-   ,"14,447.00", -    ,"14,447.00"
Kenyon House,Administration,"3,959",July,2012-13,6/15/2012,7/15/2012,30,"4,398",,,6/15/2012,7/15/2012,30,,, $-   ,"15,006.59", -    ,"15,006.59"
Kenyon House,Administration,"3,959",August,2012-13,7/15/2012,8/15/2012,31,"6,328",,,7/15/2012,8/15/2012,31,,, $-   ,"21,592.02", -    ,"21,592.02"
Kenyon House,Administration,"3,959",September,2012-13,8/15/2012,9/15/2012,31,"5,645",,,8/15/2012,9/15/2012,31,,, $-   ,"19,261.53", -    ,"19,261.53"
Kenyon House,Administration,"3,959",October,2012-13,9/15/2012,10/15/2012,30,"3,936",,,9/15/2012,10/15/2012,30,,, $-   ,"13,430.18", -    ,"13,430.18"
Kenyon House,Administration,"3,959",November,2012-13,10/15/2012,11/15/2012,31,"3,011",,,10/15/2012,11/15/2012,31,,, $-   ,"10,273.95", -    ,"10,273.95"
Kenyon House,Administration,"3,959",December,2012-13,11/15/2012,12/15/2012,30,"3,912",,,11/15/2012,12/15/2012,30,,, $-   ,"13,348.29", -    ,"13,348.29"
Kenyon House,Administration,"3,959",January,2012-13,12/15/2012,1/15/2013,31,"3,697",,,12/15/2012,1/15/2013,31,,, $-   ,"12,614.68", -    ,"12,614.68"
Kenyon House,Administration,"3,959",February,2012-13,1/15/2013,2/15/2013,31,"3,426",,,1/15/2013,2/15/2013,31,,, $-   ,"11,689.99", -    ,"11,689.99"
Kenyon House,Administration,"3,959",March,2012-13,2/15/2013,3/15/2013,28,"3,168",,,2/15/2013,3/15/2013,28,,, $-   ,"10,809.66", -    ,"10,809.66"
Kenyon House,Administration,"3,959",April,2012-13,3/15/2013,4/15/2013,31,"2,848",,,3/15/2013,4/15/2013,31,,, $-   ,"9,717.77", -    ,"9,717.77"
Kenyon House,Administration,"3,959",May,2012-13,4/15/2013,5/15/2013,30,"3,700",,,4/15/2013,5/15/2013,30,,, $-   ,"12,624.92", -    ,"12,624.92"
Kenyon House,Administration,"3,959",June,2012-13,5/15/2013,6/15/2013,31,"3,782",,,5/15/2013,6/15/2013,31,,, $-   ,"12,904.71", -    ,"12,904.71"
Kenyon House,Administration,"3,959",July,2013-14,6/15/2013,7/15/2013,30,"5,423",$590.94 ,,6/15/2013,7/15/2013,30,,,$590.94 ,"18,504.04", -    ,"18,504.04"
Kenyon House,Administration,"3,959",August,2013-14,7/15/2013,8/15/2013,31,"5,012",$613.10 ,,7/15/2013,8/15/2013,31,,,$613.10 ,"17,101.65", -    ,"17,101.65"
Kenyon House,Administration,"3,959",September,2013-14,8/15/2013,9/15/2013,31,"5,327",$708.75 ,,8/15/2013,9/15/2013,31,,,$708.75 ,"18,176.47", -    ,"18,176.47"
Kenyon House,Administration,"3,959",October,2013-14,9/15/2013,10/15/2013,30,"2,936",$256.81 ,,9/15/2013,10/15/2013,30,,,$256.81 ,"10,018.04", -    ,"10,018.04"
Kenyon House,Administration,"3,959",November,2013-14,10/15/2013,11/15/2013,31,"2,807",$294.21 ,,10/15/2013,11/15/2013,31,,,$294.21 ,"9,577.88", -    ,"9,577.88"
Kenyon House,Administration,"3,959",December,2013-14,11/15/2013,12/15/2013,30,"2,772",$266.36 ,,11/15/2013,12/15/2013,30,,,$266.36 ,"9,458.45", -    ,"9,458.45"
Kenyon House,Administration,"3,959",January,2013-14,12/15/2013,1/15/2014,31,"2,932",$256.01 ,,12/15/2013,1/15/2014,31,,,$256.01 ,"10,004.39", -    ,"10,004.39"
Kenyon House,Administration,"3,959",February,2013-14,1/15/2014,2/15/2014,31,"2,207",$274.79 ,,1/15/2014,2/15/2014,31,,,$274.79 ,"7,530.59", -    ,"7,530.59"
Kenyon House,Administration,"3,959",March,2013-14,2/15/2014,3/15/2014,28,"2,112",$219.95 ,,2/15/2014,3/15/2014,28,,,$219.95 ,"7,206.44", -    ,"7,206.44"
Kenyon House,Administration,"3,959",April,2013-14,3/15/2014,4/15/2014,31,"2,574",$249.08 ,,3/15/2014,4/15/2014,31,,,$249.08 ,"8,782.85", -    ,"8,782.85"
Kenyon House,Administration,"3,959",May,2013-14,4/15/2014,5/15/2014,30,"3,388",$362.16 ,,4/15/2014,5/15/2014,30,,,$362.16 ,"11,560.33", -    ,"11,560.33"
Kenyon House,Administration,"3,959",June,2013-14,5/15/2014,6/15/2014,31,"4,218",$586.27 ,,5/15/2014,6/15/2014,31,,,$586.27 ,"14,392.41", -    ,"14,392.41"
Kenyon House,Administration,"3,959",July,2014-15,6/15/2014,7/15/2014,30,"5,541",$734.63 ,,6/15/2014,7/15/2014,30,,,$734.63 ,"18,906.67", -    ,"18,906.67"
Kenyon House,Administration,"3,959",August,2014-15,7/15/2014,8/15/2014,31,"4,227",$626.02 ,,7/15/2014,8/15/2014,31,,,$626.02 ,"14,423.12", -    ,"14,423.12"
Kenyon House,Administration,"3,959",September,2014-15,8/15/2014,9/15/2014,31,"4,225",$623.52 ,,8/15/2014,9/15/2014,31,,,$623.52 ,"14,416.29", -    ,"14,416.29"
Kenyon House,Administration,"3,959",October,2014-15,9/15/2014,10/15/2014,30,"3,078",$322.35 ,,9/15/2014,10/15/2014,30,,,$322.35 ,"10,502.57", -    ,"10,502.57"
Kenyon House,Administration,"3,959",November,2014-15,10/15/2014,11/15/2014,31,"1,792",$207.70 ,,10/15/2014,11/15/2014,31,,,$207.70 ,"6,114.55", -    ,"6,114.55"
Kenyon House,Administration,"3,959",December,2014-15,11/15/2014,12/15/2014,30,"2,267",$220.60 ,,11/15/2014,12/15/2014,30,,,$220.60 ,"7,735.32", -    ,"7,735.32"
Kenyon House,Administration,"3,959",January,2014-15,12/15/2014,1/15/2015,31,"1,987",$228.77 ,,12/15/2014,1/15/2015,31,,,$228.77 ,"6,779.92", -    ,"6,779.92"
Kenyon House,Administration,"3,959",February,2014-15,1/15/2015,2/15/2015,31,"1,753",$189.82 ,,1/15/2015,2/15/2015,31,,,$189.82 ,"5,981.48", -    ,"5,981.48"
Kenyon House,Administration,"3,959",March,2014-15,2/15/2015,3/15/2015,28,"2,222",$216.88 ,,2/15/2015,3/15/2015,28,,,$216.88 ,"7,581.78", -    ,"7,581.78"
Kenyon House,Administration,"3,959",April,2014-15,3/15/2015,4/15/2015,31,"2,052",$222.85 ,,3/15/2015,4/15/2015,31,,,$222.85 ,"7,001.71", -    ,"7,001.71"
Kenyon House,Administration,"3,959",May,2014-15,4/15/2015,5/15/2015,30,"2,114",$185.71 ,,4/15/2015,5/15/2015,30,,,$185.71 ,"7,213.26", -    ,"7,213.26"
Kenyon House,Administration,"3,959",June,2014-15,5/15/2015,6/15/2015,31,"3,360",$348.16 ,,5/15/2015,6/15/2015,31,,,$348.16 ,"11,464.79", -    ,"11,464.79"
Kenyon House,Administration,"3,959",July,2015-16,6/15/2015,7/15/2015,30,"2,993",$387.09 ,,6/15/2015,7/15/2015,30,,,$387.09 ,"10,212.54", -    ,"10,212.54"
Kenyon House,Administration,"3,959",August,2015-16,7/15/2015,8/15/2015,31,"3,447",$476.86 ,,7/15/2015,8/15/2015,31,,,$476.86 ,"11,761.65", -    ,"11,761.65"
Kenyon House,Administration,"3,959",September,2015-16,8/15/2015,9/15/2015,31,"4,026",$594.62 ,,8/15/2015,9/15/2015,31,,,$594.62 ,"13,737.28", -    ,"13,737.28"
Kenyon House,Administration,"3,959",October,2015-16,9/15/2015,10/15/2015,30,"2,700",$287.57 ,,9/15/2015,10/15/2015,30,,,$287.57 ,"9,212.78", -    ,"9,212.78"
Kenyon House,Administration,"3,959",November,2015-16,10/15/2015,11/15/2015,31,"1,631",$188.41 ,,10/15/2015,11/15/2015,31,,,$188.41 ,"5,565.20", -    ,"5,565.20"
Kenyon House,Administration,"3,959",December,2015-16,11/15/2015,12/15/2015,30,"1,656",$168.33 ,,11/15/2015,12/15/2015,30,,,$168.33 ,"5,650.50", -    ,"5,650.50"
Kenyon House,Administration,"3,959",January,2015-16,12/15/2015,1/15/2016,31,"1,481",$144.33 ,,12/15/2015,1/15/2016,31,,,$144.33 ,"5,053.38", -    ,"5,053.38"
Kenyon House,Administration,"3,959",February,2015-16,1/15/2016,2/15/2016,31,"1,582",$155.77 ,,1/15/2016,2/15/2016,31,,,$155.77 ,"5,398.01", -    ,"5,398.01"
Kenyon House,Administration,"3,959",March,2015-16,2/15/2016,3/15/2016,29,"1,539",$149.21 ,,2/15/2016,3/15/2016,29,,,$149.21 ,"5,251.28", -    ,"5,251.28"
Kenyon House,Administration,"3,959",April,2015-16,3/15/2016,4/15/2016,31,"1,737",$148.23 ,,3/15/2016,4/15/2016,31,,,$148.23 ,"5,926.89", -    ,"5,926.89"
Kenyon House,Administration,"3,959",May,2015-16,4/15/2016,5/15/2016,30,"1,568",$145.15 ,,4/15/2016,5/15/2016,30,,,$145.15 ,"5,350.24", -    ,"5,350.24"
Kenyon House,Administration,"3,959",June,2015-16,5/15/2016,6/15/2016,31,"2,929",$275.90 ,,5/15/2016,6/15/2016,31,,,$275.90 ,"9,994.16", -    ,"9,994.16"
Kenyon House,Administration,"3,959",July,2016-17,6/15/2016,7/15/2016,30,"3,495",$342.28 ,,6/15/2016,7/15/2016,30,,,$342.28 ,"11,925.43", -    ,"11,925.43"
Kenyon House,Administration,"3,959",August,2016-17,7/15/2016,8/15/2016,31,"3,538",$348.18 ,,7/15/2016,8/15/2016,31,,,$348.18 ,"12,072.15", -    ,"12,072.15"
Kenyon House,Administration,"3,959",September,2016-17,8/15/2016,9/15/2016,31,"2,850",$268.73 ,,8/15/2016,9/15/2016,31,,,$268.73 ,"9,724.60", -    ,"9,724.60"
Kenyon House,Administration,"3,959",October,2016-17,9/15/2016,10/15/2016,30,"1,873",$203.10 ,,9/15/2016,10/15/2016,30,,,$203.10 ,"6,390.94", -    ,"6,390.94"
Kenyon House,Administration,"3,959",November,2016-17,10/15/2016,11/15/2016,31,"1,926",$178.13 ,,10/15/2016,11/15/2016,31,,,$178.13 ,"6,571.78", -    ,"6,571.78"
Kenyon House,Administration,"3,959",December,2016-17,11/15/2016,12/15/2016,30,"1,827",$161.74 ,,11/15/2016,12/15/2016,30,,,$161.74 ,"6,233.98", -    ,"6,233.98"
Kenyon House,Administration,"3,959",January,2016-17,12/15/2016,1/15/2017,31,"1,665",$156.70 ,,12/15/2016,1/15/2017,31,,,$156.70 ,"5,681.21", -    ,"5,681.21"
Kenyon House,Administration,"3,959",February,2016-17,1/15/2017,2/15/2017,31,"1,732",$183.48 ,,1/15/2017,2/15/2017,31,,,$183.48 ,"5,909.83", -    ,"5,909.83"
Kenyon House,Administration,"3,959",March,2016-17,2/15/2017,3/15/2017,28,"1,805",$176.23 ,,2/15/2017,3/15/2017,28,,,$176.23 ,"6,158.91", -    ,"6,158.91"
Kenyon House,Administration,"3,959",April,2016-17,3/15/2017,4/15/2017,31,"1,522",$173.34 ,,3/15/2017,4/15/2017,31,,,$173.34 ,"5,193.28", -    ,"5,193.28"
Kenyon House,Administration,"3,959",May,2016-17,4/15/2017,5/15/2017,30,"1,932",$209.08 ,,4/15/2017,5/15/2017,30,,,$209.08 ,"6,592.25", -    ,"6,592.25"
Kenyon House,Administration,"3,959",June,2016-17,5/15/2017,6/15/2017,31,"2,559",$283.26 ,,5/15/2017,6/15/2017,31,,,$283.26 ,"8,731.67", -    ,"8,731.67"
Kenyon House,Administration,"3,959",July,2017-18,6/15/2017,7/15/2017,30,"3,068",$349.82 ,,6/15/2017,7/15/2017,30,,,$349.82 ,"10,468.45", -    ,"10,468.45"
Kenyon House,Administration,"3,959",August,2017-18,7/15/2017,8/15/2017,31,"4,173",$414.74 ,,7/15/2017,8/15/2017,31,,,$414.74 ,"14,238.86", -    ,"14,238.86"
Kenyon House,Administration,"3,959",September,2017-18,8/15/2017,9/15/2017,31,"2,097",$313.10 ,,8/15/2017,9/15/2017,31,,,$313.10 ,"7,155.26", -    ,"7,155.26"
Kenyon House,Administration,"3,959",October,2017-18,9/15/2017,10/15/2017,30,"2,060",$191.55 ,,9/15/2017,10/15/2017,30,,,$191.55 ,"7,029.01", -    ,"7,029.01"
