Building,Building Type,Meter Type,Area,Month,Fiscal Year,Quarter,Start Date,End Date,Days,Water Usage (CCF),Water Cost ($),Estimated Water Usage (CCF)
North Campus (Irrigation),Irrigation,Irrigation,,September,FY21,,,,,496,,
North Campus (Irrigation),Irrigation,Irrigation,,October,FY21,,,,,512,,
North Campus (Irrigation),Irrigation,Irrigation,,November,FY21,,,,,317,,
North Campus (Irrigation),Irrigation,Irrigation,,December,FY21,,,,,367,,
North Campus (Irrigation),Irrigation,Irrigation,,January,FY21,,,,,194,,
North Campus (Irrigation),Irrigation,Irrigation,,February,FY21,,,,,111,,
North Campus (Irrigation),Irrigation,Irrigation,,March,FY21,,,,,283,,
North Campus (Irrigation),Irrigation,Irrigation,,April,FY21,,,,,320,,
North Campus (Irrigation),Irrigation,Irrigation,,May,FY21,,,,,373,,
North Campus (Irrigation),Irrigation,Irrigation,,June,FY21,,,,,427,,
Norton-Clark III,Residential,Domestic,,July,FY21,,,,,28,,
Norton-Clark III,Residential,Domestic,,August,FY21,,,,,62,,
Norton-Clark III,Residential,Domestic,,September,FY21,,,,,54,,
Norton-Clark III,Residential,Domestic,,October,FY21,,,,,39,,
Norton-Clark III,Residential,Domestic,,November,FY21,,,,,22,,
Norton-Clark III,Residential,Domestic,,December,FY21,,,,,23,,
Norton-Clark III,Residential,Domestic,,January,FY21,,,,,16,,
Norton-Clark III,Residential,Domestic,,February,FY21,,,,,24,,
Norton-Clark III,Residential,Domestic,,March,FY21,,,,,18,,
Norton-Clark III,Residential,Domestic,,April,FY21,,,,,28,,
Norton-Clark III,Residential,Domestic,,May,FY21,,,,,19,,
Norton-Clark III,Residential,Domestic,,June,FY21,,,,,28,,
Oldenborg (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Oldenborg (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Pauley Tennis Complex (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Pearsons (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Pendleton Building,Administration,Domestic,,July,FY21,,,,,230,,
Pendleton Building,Administration,Domestic,,August,FY21,,,,,207,,
Pendleton Building,Administration,Domestic,,September,FY21,,,,,236,,
Pendleton Building,Administration,Domestic,,October,FY21,,,,,166,,
Pendleton Building,Administration,Domestic,,November,FY21,,,,,135,,
Pendleton Building,Administration,Domestic,,December,FY21,,,,,116,,
Pendleton Building,Administration,Domestic,,January,FY21,,,,,50,,
Pendleton Building,Administration,Domestic,,February,FY21,,,,,57,,
Pendleton Building,Administration,Domestic,,March,FY21,,,,,64,,
Pendleton Building,Administration,Domestic,,April,FY21,,,,,69,,
Pendleton Building,Administration,Domestic,,May,FY21,,,,,57,,
Pendleton Building,Administration,Domestic,,June,FY21,,,,,88,,
Pendleton Building (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Pendleton Building (Fire),Fire,Fire,,June,FY21,,,,,1,,
Pendleton House,Administration,Domestic,,July,FY21,,,,, -   ,,
Pendleton House,Administration,Domestic,,August,FY21,,,,,1,,
Pendleton House,Administration,Domestic,,September,FY21,,,,,1,,
Pendleton House,Administration,Domestic,,October,FY21,,,,, -   ,,
Pendleton House,Administration,Domestic,,November,FY21,,,,, -   ,,
Pendleton House,Administration,Domestic,,December,FY21,,,,, -   ,,
Pendleton House,Administration,Domestic,,January,FY21,,,,, -   ,,
Pendleton House,Administration,Domestic,,February,FY21,,,,,1,,
Pendleton House,Administration,Domestic,,March,FY21,,,,, -   ,,
Pendleton House,Administration,Domestic,,April,FY21,,,,, -   ,,
Pendleton House,Administration,Domestic,,May,FY21,,,,, -   ,,
Pendleton House,Administration,Domestic,,June,FY21,,,,, -   ,,
736 House,Administration,Domestic,,July,FY21,,,,,20,,
736 House,Administration,Domestic,,August,FY21,,,,,23,,
736 House,Administration,Domestic,,September,FY21,,,,,28,,
736 House,Administration,Domestic,,October,FY21,,,,,23,,
736 House,Administration,Domestic,,November,FY21,,,,,22,,
736 House,Administration,Domestic,,December,FY21,,,,,24,,
736 House,Administration,Domestic,,January,FY21,,,,,22,,
736 House,Administration,Domestic,,February,FY21,,,,,24,,
736 House,Administration,Domestic,,March,FY21,,,,,23,,
736 House,Administration,Domestic,,April,FY21,,,,,27,,
736 House,Administration,Domestic,,May,FY21,,,,,24,,
736 House,Administration,Domestic,,June,FY21,,,,,24,,
President's House,Residential,Domestic,,July,FY21,,,,,8,,
President's House,Residential,Domestic,,August,FY21,,,,,5,,
President's House,Residential,Domestic,,September,FY21,,,,,7,,
President's House,Residential,Domestic,,October,FY21,,,,,11,,
President's House,Residential,Domestic,,November,FY21,,,,,12,,
President's House,Residential,Domestic,,December,FY21,,,,,12,,
President's House,Residential,Domestic,,January,FY21,,,,,13,,
President's House,Residential,Domestic,,February,FY21,,,,,12,,
President's House,Residential,Domestic,,March,FY21,,,,,13,,
President's House,Residential,Domestic,,April,FY21,,,,,15,,
President's House,Residential,Domestic,,May,FY21,,,,,12,,
President's House,Residential,Domestic,,June,FY21,,,,,10,,
Seaver Biology,Science,Domestic,,July,FY21,,,,, -   ,,
Seaver Biology,Science,Domestic,,August,FY21,,,,,3,,
Seaver Biology,Science,Domestic,,September,FY21,,,,,1,,
Seaver Biology,Science,Domestic,,October,FY21,,,,,1,,
Seaver Biology,Science,Domestic,,November,FY21,,,,, -   ,,
Seaver Biology,Science,Domestic,,December,FY21,,,,,21,,
Seaver Biology,Science,Domestic,,January,FY21,,,,,16,,
Seaver Biology,Science,Domestic,,February,FY21,,,,,12,,
Seaver Biology,Science,Domestic,,March,FY21,,,,,13,,
Seaver Biology,Science,Domestic,,April,FY21,,,,,12,,
Seaver Biology,Science,Domestic,,May,FY21,,,,,8,,
Seaver Biology,Science,Domestic,,June,FY21,,,,,17,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,July,FY21,,,,,23,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,August,FY21,,,,,143,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,September,FY21,,,,,80,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,October,FY21,,,,,86,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,November,FY21,,,,,56,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,December,FY21,,,,,65,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,January,FY21,,,,,33,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,February,FY21,,,,,48,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,March,FY21,,,,,52,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,April,FY21,,,,,69,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,May,FY21,,,,,77,,
Seaver Complex (Irrigation),Irrigation,Irrigation,,June,FY21,,,,,82,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,July,FY21,,,,,260,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,August,FY21,,,,,329,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,September,FY21,,,,,276,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,October,FY21,,,,,258,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,November,FY21,,,,,177,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,December,FY21,,,,,199,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,January,FY21,,,,,116,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,February,FY21,,,,,61,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,March,FY21,,,,,147,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,April,FY21,,,,,208,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,May,FY21,,,,,234,,
"Seaver House, President's House (Irrigation)",Irrigation,Irrigation,,June,FY21,,,,,247,,
Seaver North,Science,Domestic,,July,FY21,,,,,448,,
Seaver North,Science,Domestic,,August,FY21,,,,,471,,
Seaver North,Science,Domestic,,September,FY21,,,,,738,,
Seaver North,Science,Domestic,,October,FY21,,,,,402,,
Seaver North,Science,Domestic,,November,FY21,,,,,220,,
Seaver North,Science,Domestic,,December,FY21,,,,,110,,
Seaver North,Science,Domestic,,January,FY21,,,,,59,,
Seaver North,Science,Domestic,,February,FY21,,,,,65,,
Seaver North,Science,Domestic,,March,FY21,,,,,57,,
Seaver North,Science,Domestic,,April,FY21,,,,,149,,
Seaver North,Science,Domestic,,May,FY21,,,,,170,,
Seaver North,Science,Domestic,,June,FY21,,,,,230,,
Seaver North (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Seaver North (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Seaver South,Science,Domestic,,July,FY21,,,,,10,,
Seaver South,Science,Domestic,,August,FY21,,,,,156,,
Seaver South,Science,Domestic,,September,FY21,,,,,125,,
Seaver South,Science,Domestic,,October,FY21,,,,,114,,
Seaver South,Science,Domestic,,November,FY21,,,,,114,,
Seaver South,Science,Domestic,,December,FY21,,,,,152,,
Seaver South,Science,Domestic,,January,FY21,,,,,104,,
Seaver South,Science,Domestic,,February,FY21,,,,,6,,
Seaver South,Science,Domestic,,March,FY21,,,,,14,,
Seaver South,Science,Domestic,,April,FY21,,,,,5,,
Seaver South,Science,Domestic,,May,FY21,,,,,2,,
Seaver South,Science,Domestic,,June,FY21,,,,,1,,
Seeley Mudd,Academic,Domestic,,July,FY21,,,,,2,,
Seeley Mudd,Academic,Domestic,,August,FY21,,,,,2,,
Seeley Mudd,Academic,Domestic,,September,FY21,,,,,3,,
Seeley Mudd,Academic,Domestic,,October,FY21,,,,,1,,
Seeley Mudd,Academic,Domestic,,November,FY21,,,,,2,,
Seeley Mudd,Academic,Domestic,,December,FY21,,,,,1,,
Seeley Mudd,Academic,Domestic,,January,FY21,,,,,1,,
Seeley Mudd,Academic,Domestic,,February,FY21,,,,,1,,
Seeley Mudd,Academic,Domestic,,March,FY21,,,,,1,,
Seeley Mudd,Academic,Domestic,,April,FY21,,,,,1,,
Seeley Mudd,Academic,Domestic,,May,FY21,,,,,1,,
Seeley Mudd,Academic,Domestic,,June,FY21,,,,,1,,
Smiley,Residential,Domestic,,July,FY21,,,,,105,,
Smiley,Residential,Domestic,,August,FY21,,,,,73,,
Smiley,Residential,Domestic,,September,FY21,,,,,80,,
Smiley,Residential,Domestic,,October,FY21,,,,,77,,
Smiley,Residential,Domestic,,November,FY21,,,,,69,,
Smiley,Residential,Domestic,,December,FY21,,,,,99,,
Smiley,Residential,Domestic,,January,FY21,,,,,29,,
Smiley,Residential,Domestic,,February,FY21,,,,,76,,
Smiley,Residential,Domestic,,March,FY21,,,,,80,,
Smiley,Residential,Domestic,,April,FY21,,,,,96,,
Smiley,Residential,Domestic,,May,FY21,,,,,78,,
Smiley,Residential,Domestic,,June,FY21,,,,,75,,
Smith Campus Center (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Smith Campus Center (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,July,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,August,FY21,,,,,62,,
Sontag,Residential,Domestic,,September,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,October,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,November,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,December,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,January,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,February,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,March,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,April,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,May,FY21,,,,, -   ,,
Sontag,Residential,Domestic,,June,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Sontag (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
South Campus (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
South Campus Irrigation,Irrigation,Irrigation,,July,FY21,,,,,"2,677",,
South Campus Irrigation,Irrigation,Irrigation,,August,FY21,,,,,"2,529",,
South Campus Irrigation,Irrigation,Irrigation,,September,FY21,,,,,"2,469",,
South Campus Irrigation,Irrigation,Irrigation,,October,FY21,,,,,"2,355",,
South Campus Irrigation,Irrigation,Irrigation,,November,FY21,,,,,"1,472",,
South Campus Irrigation,Irrigation,Irrigation,,December,FY21,,,,,"1,691",,
South Campus Irrigation,Irrigation,Irrigation,,January,FY21,,,,,865,,
South Campus Irrigation,Irrigation,Irrigation,,February,FY21,,,,,638,,
South Campus Irrigation,Irrigation,Irrigation,,March,FY21,,,,,"1,279",,
South Campus Irrigation,Irrigation,Irrigation,,April,FY21,,,,,"1,819",,
South Campus Irrigation,Irrigation,Irrigation,,May,FY21,,,,,"2,020",,
South Campus Irrigation,Irrigation,Irrigation,,June,FY21,,,,,"2,073",,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,July,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,August,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,September,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,October,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,November,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,December,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,January,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,February,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,March,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,April,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,May,FY21,,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,June,FY21,,,,, -   ,,
Sumner House,Administration,Domestic,,July,FY21,,,,,1,,
Sumner House,Administration,Domestic,,August,FY21,,,,, -   ,,
Sumner House,Administration,Domestic,,September,FY21,,,,,1,,
Sumner House,Administration,Domestic,,October,FY21,,,,,1,,
Sumner House,Administration,Domestic,,November,FY21,,,,,1,,
Sumner House,Administration,Domestic,,December,FY21,,,,, -   ,,
Sumner House,Administration,Domestic,,January,FY21,,,,, -   ,,
Sumner House,Administration,Domestic,,February,FY21,,,,, -   ,,
Sumner House,Administration,Domestic,,March,FY21,,,,, -   ,,
Sumner House,Administration,Domestic,,April,FY21,,,,, -   ,,
Sumner House,Administration,Domestic,,May,FY21,,,,, -   ,,
Sumner House,Administration,Domestic,,June,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
College Houses (Irrigation),Irrigation,Irrigation,,July,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,August,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,September,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,October,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,November,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,December,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,January,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,February,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,March,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,April,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,May,FY21,,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,June,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,July,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,August,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,September,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,October,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,November,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,December,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,January,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,February,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,March,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,April,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,May,FY21,,,,,,,
"Montgomery, Rembrandt (Fire)",Fire,Fire,,June,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,July,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,August,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,September,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,October,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,November,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,December,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,January,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,February,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,March,FY21,,,,,,,
Montgomery Museum of Art,Venue,Domestic,,April,FY21,,,,,,,
