Building,Building Type,Meter Type,Area,Month,Fiscal Year,Quarter,Start Date,End Date,Days,Water Usage (CCF),Water Cost ($),Estimated Water Usage (CCF)
Benton Museum of Art (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Campus Main North,Multi-Use,Domestic,,July,FY21,,,,,"1,843",,
Campus Main North,Multi-Use,Domestic,,August,FY21,,,,,"2,483",,
Campus Main North,Multi-Use,Domestic,,September,FY21,,,,,"2,542",,
Campus Main North,Multi-Use,Domestic,,October,FY21,,,,,"2,284",,
Campus Main North,Multi-Use,Domestic,,November,FY21,,,,,"1,253",,
Campus Main North,Multi-Use,Domestic,,December,FY21,,,,,"2,017",,
Campus Main North,Multi-Use,Domestic,,January,FY21,,,,,213,,
Campus Main North,Multi-Use,Domestic,,February,FY21,,,,,"1,417",,
Campus Main North,Multi-Use,Domestic,,March,FY21,,,,,"1,690",,
Campus Main North,Multi-Use,Domestic,,April,FY21,,,,,"2,058",,
Campus Main North,Multi-Use,Domestic,,May,FY21,,,,,"2,163",,
Campus Main North,Multi-Use,Domestic,,June,FY21,,,,,"1,883",,
Campus Main South,Academic,Domestic,,July,FY21,,,,,120,,
Campus Main South,Academic,Domestic,,August,FY21,,,,,358,,
Campus Main South,Academic,Domestic,,September,FY21,,,,,356,,
Campus Main South,Academic,Domestic,,October,FY21,,,,,155,,
Campus Main South,Academic,Domestic,,November,FY21,,,,,41,,
Campus Main South,Academic,Domestic,,December,FY21,,,,,43,,
Campus Main South,Academic,Domestic,,January,FY21,,,,,12,,
Campus Main South,Academic,Domestic,,February,FY21,,,,,56,,
Campus Main South,Academic,Domestic,,March,FY21,,,,,280,,
Campus Main South,Academic,Domestic,,April,FY21,,,,,77,,
Campus Main South,Academic,Domestic,,May,FY21,,,,,87,,
Campus Main South,Academic,Domestic,,June,FY21,,,,,82,,
Carnegie (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Carnegie (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
CARW,Athletic & Recreation,Domestic,,July,FY21,,,,,47,,
CARW,Athletic & Recreation,Domestic,,August,FY21,,,,,61,,
CARW,Athletic & Recreation,Domestic,,September,FY21,,,,,87,,
CARW,Athletic & Recreation,Domestic,,October,FY21,,,,,66,,
CARW,Athletic & Recreation,Domestic,,November,FY21,,,,,43,,
CARW,Athletic & Recreation,Domestic,,December,FY21,,,,,49,,
CARW,Athletic & Recreation,Domestic,,January,FY21,,,,,51,,
CARW,Athletic & Recreation,Domestic,,February,FY21,,,,,43,,
CARW,Athletic & Recreation,Domestic,,March,FY21,,,,,44,,
CARW,Athletic & Recreation,Domestic,,April,FY21,,,,,71,,
CARW,Athletic & Recreation,Domestic,,May,FY21,,,,,121,,
CARW,Athletic & Recreation,Domestic,,June,FY21,,,,,211,,
CARW (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
CARW (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Clark V,Residential,Domestic,,July,FY21,,,,,10,,
Clark V,Residential,Domestic,,August,FY21,,,,, -   ,,
Clark V,Residential,Domestic,,September,FY21,,,,,1,,
Clark V,Residential,Domestic,,October,FY21,,,,,5,,
Clark V,Residential,Domestic,,November,FY21,,,,,1,,
Clark V,Residential,Domestic,,December,FY21,,,,,2,,
Clark V,Residential,Domestic,,January,FY21,,,,, -   ,,
Clark V,Residential,Domestic,,February,FY21,,,,,1,,
Clark V,Residential,Domestic,,March,FY21,,,,,1,,
Clark V,Residential,Domestic,,April,FY21,,,,,2,,
Clark V,Residential,Domestic,,May,FY21,,,,,2,,
Clark V,Residential,Domestic,,June,FY21,,,,,4,,
Clark V (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Clark V (Fire),Fire,Fire,,June,FY21,,,,,1,,
Cook House,Administration,Domestic,,July,FY21,,,,,3,,
Cook House,Administration,Domestic,,August,FY21,,,,,4,,
Cook House,Administration,Domestic,,September,FY21,,,,,5,,
Cook House,Administration,Domestic,,October,FY21,,,,,4,,
Cook House,Administration,Domestic,,November,FY21,,,,,4,,
Cook House,Administration,Domestic,,December,FY21,,,,,5,,
Cook House,Administration,Domestic,,January,FY21,,,,,6,,
Cook House,Administration,Domestic,,February,FY21,,,,,8,,
Cook House,Administration,Domestic,,March,FY21,,,,,9,,
Cook House,Administration,Domestic,,April,FY21,,,,,4,,
Cook House,Administration,Domestic,,May,FY21,,,,,5,,
Cook House,Administration,Domestic,,June,FY21,,,,,4,,
Cowart,Administration,Domestic,,July,FY21,,,,,2,,
Cowart,Administration,Domestic,,August,FY21,,,,,2,,
Cowart,Administration,Domestic,,September,FY21,,,,,20,,
Cowart,Administration,Domestic,,October,FY21,,,,,2,,
Cowart,Administration,Domestic,,November,FY21,,,,,1,,
Cowart,Administration,Domestic,,December,FY21,,,,,2,,
Cowart,Administration,Domestic,,January,FY21,,,,,2,,
Cowart,Administration,Domestic,,February,FY21,,,,,1,,
Cowart,Administration,Domestic,,March,FY21,,,,,1,,
Cowart,Administration,Domestic,,April,FY21,,,,,2,,
Cowart,Administration,Domestic,,May,FY21,,,,,2,,
Cowart,Administration,Domestic,,June,FY21,,,,,2,,
Cowart (Fire),Fire,Fire,,July,FY21,,,,,1,,
Cowart (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Cowart (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Crookshank (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Dean of College House,Residential,Domestic,,July,FY21,,,,,70,,
Dean of College House,Residential,Domestic,,August,FY21,,,,,63,,
Dean of College House,Residential,Domestic,,September,FY21,,,,,64,,
Dean of College House,Residential,Domestic,,October,FY21,,,,,66,,
Dean of College House,Residential,Domestic,,November,FY21,,,,,39,,
Dean of College House,Residential,Domestic,,December,FY21,,,,,42,,
Dean of College House,Residential,Domestic,,January,FY21,,,,,21,,
Dean of College House,Residential,Domestic,,February,FY21,,,,,16,,
Dean of College House,Residential,Domestic,,March,FY21,,,,,39,,
Dean of College House,Residential,Domestic,,April,FY21,,,,,56,,
Dean of College House,Residential,Domestic,,May,FY21,,,,,58,,
Dean of College House,Residential,Domestic,,June,FY21,,,,,60,,
Dean of Students House,Residential,Domestic,,July,FY21,,,,,31,,
Dean of Students House,Residential,Domestic,,August,FY21,,,,,26,,
Dean of Students House,Residential,Domestic,,September,FY21,,,,,27,,
Dean of Students House,Residential,Domestic,,October,FY21,,,,,28,,
Dean of Students House,Residential,Domestic,,November,FY21,,,,,23,,
Dean of Students House,Residential,Domestic,,December,FY21,,,,,3,,
Dean of Students House,Residential,Domestic,,January,FY21,,,,,24,,
Dean of Students House,Residential,Domestic,,February,FY21,,,,,6,,
Dean of Students House,Residential,Domestic,,March,FY21,,,,,16,,
Dean of Students House,Residential,Domestic,,April,FY21,,,,,22,,
Dean of Students House,Residential,Domestic,,May,FY21,,,,,23,,
Dean of Students House,Residential,Domestic,,June,FY21,,,,,25,,
Dialynas,Residential,Domestic,,July,FY21,,,,,260,,
Dialynas,Residential,Domestic,,August,FY21,,,,,256,,
Dialynas,Residential,Domestic,,September,FY21,,,,,300,,
Dialynas,Residential,Domestic,,October,FY21,,,,,242,,
Dialynas,Residential,Domestic,,November,FY21,,,,,177,,
Dialynas,Residential,Domestic,,December,FY21,,,,,140,,
Dialynas,Residential,Domestic,,January,FY21,,,,,102,,
Dialynas,Residential,Domestic,,February,FY21,,,,,66,,
Dialynas,Residential,Domestic,,March,FY21,,,,,95,,
Dialynas,Residential,Domestic,,April,FY21,,,,,32,,
Dialynas,Residential,Domestic,,May,FY21,,,,,23,,
Dialynas,Residential,Domestic,,June,FY21,,,,,29,,
Dialynas (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Dialynas (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
East Campus (Irrigation),Irrigation,Irrigation,,July,FY21,,,,,"3,439",,
East Campus (Irrigation),Irrigation,Irrigation,,August,FY21,,,,,"2,768",,
East Campus (Irrigation),Irrigation,Irrigation,,September,FY21,,,,,"3,031",,
East Campus (Irrigation),Irrigation,Irrigation,,October,FY21,,,,,"2,511",,
East Campus (Irrigation),Irrigation,Irrigation,,November,FY21,,,,,"1,787",,
East Campus (Irrigation),Irrigation,Irrigation,,December,FY21,,,,,"1,731",,
East Campus (Irrigation),Irrigation,Irrigation,,January,FY21,,,,,"1,045",,
East Campus (Irrigation),Irrigation,Irrigation,,February,FY21,,,,,970,,
East Campus (Irrigation),Irrigation,Irrigation,,March,FY21,,,,,"1,207",,
East Campus (Irrigation),Irrigation,Irrigation,,April,FY21,,,,,"1,468",,
East Campus (Irrigation),Irrigation,Irrigation,,May,FY21,,,,,"2,462",,
East Campus (Irrigation),Irrigation,Irrigation,,June,FY21,,,,,"2,248",,
Emeritus House,Academic,Domestic,,July,FY21,,,,,8,,
Emeritus House,Academic,Domestic,,August,FY21,,,,,7,,
Emeritus House,Academic,Domestic,,September,FY21,,,,,7,,
Emeritus House,Academic,Domestic,,October,FY21,,,,,7,,
Emeritus House,Academic,Domestic,,November,FY21,,,,,5,,
Emeritus House,Academic,Domestic,,December,FY21,,,,,5,,
Emeritus House,Academic,Domestic,,January,FY21,,,,,3,,
Emeritus House,Academic,Domestic,,February,FY21,,,,,2,,
Emeritus House,Academic,Domestic,,March,FY21,,,,,4,,
Emeritus House,Academic,Domestic,,April,FY21,,,,,6,,
Emeritus House,Academic,Domestic,,May,FY21,,,,,7,,
Emeritus House,Academic,Domestic,,June,FY21,,,,,6,,
Estella Lab,Science,Domestic,,July,FY21,,,,,2,,
Estella Lab,Science,Domestic,,August,FY21,,,,,4,,
Estella Lab,Science,Domestic,,September,FY21,,,,,2,,
Estella Lab,Science,Domestic,,October,FY21,,,,,1,,
Estella Lab,Science,Domestic,,November,FY21,,,,,1,,
Estella Lab,Science,Domestic,,December,FY21,,,,,5,,
Estella Lab,Science,Domestic,,January,FY21,,,,,758,,
Estella Lab,Science,Domestic,,February,FY21,,,,,134,,
Estella Lab,Science,Domestic,,March,FY21,,,,,122,,
Estella Lab,Science,Domestic,,April,FY21,,,,,171,,
Estella Lab,Science,Domestic,,May,FY21,,,,,93,,
Estella Lab,Science,Domestic,,June,FY21,,,,,2,,
Estella Lab (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Estella Lab (Fire),Fire,Fire,,June,FY21,,,,,1,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,July,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,August,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,September,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,October,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,November,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,December,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,January,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,February,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,March,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,April,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,May,FY21,,,,, -   ,,
"Grounds, Housekeeping (Fire)",Fire,Fire,,June,FY21,,,,,1,,
Hahn,Academic,Domestic,,July,FY21,,,,,8,,
Hahn,Academic,Domestic,,August,FY21,,,,,54,,
Hahn,Academic,Domestic,,September,FY21,,,,,141,,
Hahn,Academic,Domestic,,October,FY21,,,,,128,,
Hahn,Academic,Domestic,,November,FY21,,,,,64,,
Hahn,Academic,Domestic,,December,FY21,,,,,30,,
Hahn,Academic,Domestic,,January,FY21,,,,,6,,
Hahn,Academic,Domestic,,February,FY21,,,,,13,,
Hahn,Academic,Domestic,,March,FY21,,,,,13,,
Hahn,Academic,Domestic,,April,FY21,,,,,26,,
Hahn,Academic,Domestic,,May,FY21,,,,,55,,
Hahn,Academic,Domestic,,June,FY21,,,,,76,,
Hahn (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Hahn (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,July,FY21,,,,,61,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,August,FY21,,,,,85,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,September,FY21,,,,,118,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,October,FY21,,,,,99,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,November,FY21,,,,,72,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,December,FY21,,,,,74,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,January,FY21,,,,,74,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,February,FY21,,,,,63,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,March,FY21,,,,,67,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,April,FY21,,,,,105,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,May,FY21,,,,,166,,
Haldeman Aquatics Center,Athletic & Recreation,Domestic,,June,FY21,,,,,285,,
Ice House (Cooling Tower),Facilities,Other,,July,FY21,,,,,227,,
Ice House (Cooling Tower),Facilities,Other,,August,FY21,,,,,215,,
Ice House (Cooling Tower),Facilities,Other,,September,FY21,,,,,381,,
Ice House (Cooling Tower),Facilities,Other,,October,FY21,,,,,260,,
Ice House (Cooling Tower),Facilities,Other,,November,FY21,,,,,188,,
Ice House (Cooling Tower),Facilities,Other,,December,FY21,,,,,77,,
Ice House (Cooling Tower),Facilities,Other,,January,FY21,,,,,47,,
Ice House (Cooling Tower),Facilities,Other,,February,FY21,,,,,47,,
Ice House (Cooling Tower),Facilities,Other,,March,FY21,,,,,41,,
Ice House (Cooling Tower),Facilities,Other,,April,FY21,,,,,79,,
Ice House (Cooling Tower),Facilities,Other,,May,FY21,,,,,112,,
Ice House (Cooling Tower),Facilities,Other,,June,FY21,,,,,164,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,July,FY21,,,,,1,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,August,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,September,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,October,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,November,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,December,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,January,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,February,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,March,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,April,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,May,FY21,,,,, -   ,,
"Lincoln, Edmunds (Fire)",Fire,Fire,,June,FY21,,,,, -   ,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,July,FY21,,,,,97,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,August,FY21,,,,,112,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,September,FY21,,,,,125,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,October,FY21,,,,,115,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,November,FY21,,,,,111,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,December,FY21,,,,,121,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,January,FY21,,,,,66,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,February,FY21,,,,,63,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,March,FY21,,,,,87,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,April,FY21,,,,,108,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,May,FY21,,,,,108,,
"Lincoln, Edmunds (High Flow)",Academic,Domestic,,June,FY21,,,,,77,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,July,FY21,,,,,78,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,August,FY21,,,,,79,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,September,FY21,,,,,80,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,October,FY21,,,,,71,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,November,FY21,,,,,67,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,December,FY21,,,,,52,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,January,FY21,,,,,24,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,February,FY21,,,,,16,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,March,FY21,,,,,39,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,April,FY21,,,,,47,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,May,FY21,,,,,53,,
"Lincoln, Edmunds (Low Flow)",Academic,Domestic,,June,FY21,,,,,49,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,July,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,August,FY21,,,,,3,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,September,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,October,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,November,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,December,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,January,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,February,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,March,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,April,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,May,FY21,,,,, -   ,,
"Marston Quad, Smith Campus Center (Irrigation)",Irrigation,Irrigation,,June,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,July,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,August,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,September,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,October,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,November,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,December,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,January,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,February,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,March,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,April,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,May,FY21,,,,, -   ,,
Mason (Fire),Fire,Fire,,June,FY21,,,,, -   ,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,July,FY21,,,,,"2,649",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,August,FY21,,,,,"1,920",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,September,FY21,,,,,"1,537",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,October,FY21,,,,,"1,285",,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,November,FY21,,,,,945,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,December,FY21,,,,,970,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,January,FY21,,,,,419,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,February,FY21,,,,,326,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,March,FY21,,,,,474,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,April,FY21,,,,,801,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,May,FY21,,,,,868,,
"Merritt Field, Baseball Field (Irrigation)",Irrigation - Athletics,Irrigation,,June,FY21,,,,,"1,050",,
"Montgomery, Rembrandt",Academic,Domestic,,July,FY21,,,,,1,,
"Montgomery, Rembrandt",Academic,Domestic,,August,FY21,,,,,2,,
"Montgomery, Rembrandt",Academic,Domestic,,September,FY21,,,,,1,,
"Montgomery, Rembrandt",Academic,Domestic,,October,FY21,,,,,4,,
"Montgomery, Rembrandt",Academic,Domestic,,November,FY21,,,,,2,,
"Montgomery, Rembrandt",Academic,Domestic,,December,FY21,,,,,1,,
"Montgomery, Rembrandt",Academic,Domestic,,January,FY21,,,,, -   ,,
"Montgomery, Rembrandt",Academic,Domestic,,February,FY21,,,,,1,,
"Montgomery, Rembrandt",Academic,Domestic,,March,FY21,,,,,2,,
"Montgomery, Rembrandt",Academic,Domestic,,April,FY21,,,,, -   ,,
"Montgomery, Rembrandt",Academic,Domestic,,May,FY21,,,,,1,,
"Montgomery, Rembrandt",Academic,Domestic,,June,FY21,,,,,1,,
North Campus (Irrigation),Irrigation,Irrigation,,July,FY21,,,,,539,,
North Campus (Irrigation),Irrigation,Irrigation,,August,FY21,,,,,510,,
